n;Wynik 1;Wynik 2;Wynik 3;Wynik 4;Wynik 5;Wynik 6;Wynik 7;Wynik 8;Wynik 9;Wynik 10;Wynik 11;Wynik 12;Wynik 13;Wynik 14;Wynik 15;Wynik 16;Wynik 17;Wynik 18;Wynik 19;Wynik 20;Wynik 21;Wynik 22;Wynik 23;Wynik 24;Wynik 25;Wynik 26;Wynik 27;Wynik 28;Wynik 29;Wynik 30;Wynik 31;Wynik 32;Wynik 33;Wynik 34;Wynik 35;Wynik 36;Wynik 37;Wynik 38;Wynik 39;Wynik 40;Wynik 41;Wynik 42;Wynik 43;Wynik 44;Wynik 45;Wynik 46;Wynik 47;Wynik 48;Wynik 49;Wynik 50;
2750;0.203236;0.202582;0.2052;0.196691;0.203564;0.196527;0.197836;0.196527;0.1998;0.200127;0.196527;0.200455;0.200455;0.204545;0.194236;0.196691;0.202091;0.194564;0.202255;0.193091;0.198327;0.196855;0.199636;0.2088;0.196691;0.195545;0.196855;0.200618;0.196527;0.197673;0.201436;0.198;0.199145;0.195055;0.200291;0.196364;0.1998;0.203564;0.191127;0.203727;0.198327;0.203236;0.198327;0.198;0.2016;0.195218;0.204055;0.199473;0.197018;0.193582;
2800;0.201375;0.200571;0.198;0.190929;0.199446;0.195911;0.199929;0.198964;0.191571;0.204107;0.20475;0.202821;0.204911;0.197357;0.201375;0.199607;0.200571;0.200732;0.204589;0.20025;0.193339;0.195107;0.205875;0.196232;0.199929;0.201696;0.194304;0.191411;0.205232;0.203143;0.201375;0.206036;0.203304;0.200571;0.202821;0.198161;0.199929;0.198643;0.198804;0.192375;0.202339;0.201536;0.203625;0.207964;0.202018;0.201696;0.204429;0.209089;0.200411;0.196393;
2850;0.195789;0.201;0.197842;0.196105;0.202895;0.201632;0.194842;0.193895;0.199895;0.205105;0.205105;0.195474;0.207158;0.210789;0.203211;0.194368;0.194526;0.195158;0.202263;0.188842;0.195632;0.200684;0.198474;0.191842;0.202737;0.207158;0.209526;0.201947;0.200211;0.190895;0.205737;0.203842;0.197368;0.206211;0.203368;0.195474;0.201;0.196579;0.198158;0.202579;0.200053;0.201632;0.197211;0.191368;0.201947;0.203053;0.196737;0.199895;0.199579;0.198474;
2900;0.19831;0.204362;0.201103;0.198;0.190241;0.197069;0.201569;0.199862;0.204052;0.198466;0.201259;0.19381;0.199397;0.2025;0.195052;0.194121;0.200638;0.199707;0.191483;0.19769;0.200483;0.206379;0.197534;0.196448;0.195983;0.202655;0.204517;0.200017;0.204517;0.196448;0.2025;0.201724;0.191638;0.199241;0.204517;0.199862;0.194741;0.209017;0.203121;0.201879;0.200638;0.199086;0.198466;0.19769;0.196603;0.202345;0.202966;0.198621;0.206845;0.19769;
2950;0.194034;0.19739;0.20639;0.199678;0.192814;0.201814;0.199831;0.199831;0.201661;0.203186;0.198;0.198153;0.202424;0.195254;0.206847;0.202729;0.197847;0.20578;0.201814;0.19922;0.196322;0.203034;0.19861;0.203949;0.205627;0.191746;0.199525;0.204254;0.195864;0.203034;0.200898;0.206542;0.195407;0.193729;0.196627;0.198305;0.197237;0.192203;0.198458;0.197695;0.202119;0.193729;0.199678;0.202881;0.195102;0.200898;0.195559;0.194492;0.206542;0.207458;
3000;0.20175;0.1986;0.2037;0.19785;0.1917;0.20055;0.19995;0.19995;0.1983;0.2004;0.1995;0.1986;0.2088;0.2031;0.1932;0.19875;0.2028;0.1974;0.2046;0.2025;0.2046;0.19635;0.1935;0.1917;0.19995;0.1959;0.2031;0.2043;0.198;0.19395;0.2001;0.20385;0.19575;0.19515;0.2073;0.1914;0.19425;0.20385;0.2019;0.1935;0.20235;0.201;0.19695;0.1986;0.2007;0.19935;0.20085;0.198;0.2016;0.1977;
3050;0.202426;0.204787;0.203311;0.203016;0.200951;0.206115;0.194164;0.199328;0.199328;0.19859;0.195049;0.199623;0.199033;0.199033;0.204049;0.199918;0.197557;0.195639;0.203459;0.200803;0.204492;0.199623;0.197115;0.194016;0.200656;0.195197;0.19682;0.202574;0.195197;0.19741;0.199475;0.203459;0.201098;0.192541;0.198738;0.199033;0.200066;0.196672;0.207148;0.200656;0.196672;0.197705;0.198443;0.207738;0.200361;0.199328;0.206557;0.201541;0.201836;0.19623;
3100;0.205403;0.198581;0.195968;0.202935;0.203806;0.19379;0.191613;0.197129;0.207726;0.199742;0.200903;0.203806;0.195242;0.201194;0.194081;0.198435;0.19771;0.204532;0.203952;0.201194;0.191177;0.197129;0.197419;0.202355;0.199597;0.195387;0.196403;0.203371;0.196258;0.202064;0.201919;0.203371;0.210194;0.195387;0.200758;0.201774;0.207871;0.198581;0.20671;0.20221;0.193355;0.196984;0.204823;0.198;0.203661;0.194806;0.206855;0.198726;0.200177;0.20279;
3150;0.200286;0.199286;0.203571;0.195571;0.202143;0.202;0.199571;0.204143;0.197571;0.199143;0.202286;0.200143;0.202143;0.192143;0.200571;0.198143;0.196714;0.199571;0.204429;0.198429;0.196286;0.205286;0.197143;0.200429;0.195286;0.192571;0.201286;0.198;0.199571;0.202143;0.200714;0.201286;0.198286;0.206857;0.193286;0.201857;0.197429;0.201143;0.193429;0.205714;0.204;0.197143;0.201857;0.204714;0.198857;0.204714;0.196143;0.197;0.198429;0.201;
3200;0.200953;0.201234;0.201797;0.203766;0.199406;0.198422;0.198141;0.193359;0.205594;0.202359;0.206156;0.199125;0.197859;0.200672;0.188578;0.199266;0.202078;0.202922;0.201234;0.201797;0.200109;0.204609;0.200672;0.201516;0.201234;0.202641;0.197016;0.199125;0.204187;0.200531;0.197437;0.199266;0.213187;0.203203;0.197297;0.203906;0.201797;0.198281;0.198844;0.201656;0.194344;0.207562;0.204187;0.200672;0.199125;0.202359;0.201797;0.198;0.201516;0.200672;
3250;0.197723;0.200492;0.201046;0.201877;0.200077;0.194677;0.1944;0.200215;0.189554;0.195923;0.197723;0.197723;0.197446;0.205338;0.2034;0.198138;0.196754;0.201185;0.200077;0.195646;0.1998;0.203954;0.206169;0.199246;0.200215;0.199662;0.202154;0.202985;0.201185;0.200631;0.202292;0.1998;0.200354;0.193985;0.201738;0.205615;0.204092;0.204092;0.203123;0.199662;0.199108;0.203123;0.200908;0.203538;0.196615;0.205062;0.203538;0.197169;0.198138;0.200354;
3300;0.2055;0.200182;0.198955;0.192818;0.196364;0.198273;0.199909;0.200455;0.203591;0.200182;0.201818;0.197318;0.201409;0.203182;0.198818;0.1965;0.195955;0.196364;0.205091;0.200727;0.208227;0.205227;0.197727;0.197182;0.196773;0.200318;0.201136;0.195273;0.204818;0.195955;0.207136;0.198136;0.205773;0.192409;0.194591;0.202091;0.200591;0.1995;0.201545;0.197182;0.194182;0.197318;0.197318;0.195818;0.193364;0.198;0.206864;0.202227;0.194727;0.201955;
3350;0.20297;0.197463;0.20391;0.197328;0.204985;0.196791;0.190881;0.195313;0.202701;0.206194;0.201627;0.203776;0.20109;0.195716;0.197866;0.204179;0.195045;0.199209;0.195716;0.199209;0.199746;0.200015;0.195985;0.202567;0.195179;0.201493;0.210224;0.195582;0.200149;0.203373;0.197463;0.195313;0.211701;0.205119;0.199343;0.201493;0.200015;0.202299;0.208746;0.200149;0.20203;0.205119;0.206597;0.201627;0.19706;0.202836;0.195851;0.200955;0.199209;0.196522;
3400;0.194559;0.206338;0.201706;0.203691;0.199985;0.198132;0.200779;0.190721;0.201309;0.195618;0.202632;0.200779;0.207926;0.205279;0.196544;0.203426;0.201441;0.20475;0.198794;0.196809;0.206868;0.202235;0.200118;0.198265;0.2025;0.195882;0.198265;0.201574;0.202368;0.194691;0.196809;0.202765;0.211765;0.196279;0.193632;0.196147;0.211235;0.204221;0.201309;0.200382;0.200382;0.197603;0.202897;0.198397;0.200779;0.197338;0.197471;0.201574;0.198397;0.208588;
3450;0.205304;0.200478;0.201;0.199043;0.202696;0.197087;0.195522;0.195652;0.196957;0.20113;0.196826;0.195783;0.202696;0.202696;0.202174;0.204522;0.196696;0.195522;0.199696;0.197478;0.200478;0.19787;0.195652;0.197348;0.19787;0.198522;0.202043;0.195391;0.204522;0.199043;0.198913;0.202696;0.201;0.199043;0.200217;0.196565;0.199304;0.204913;0.20113;0.202696;0.20687;0.201913;0.204652;0.20087;0.200087;0.197217;0.203739;0.198783;0.201261;0.199826;
3500;0.2061;0.200571;0.198771;0.194529;0.196457;0.206871;0.203143;0.204814;0.205714;0.199157;0.197743;0.201214;0.193629;0.204429;0.202757;0.204429;0.202757;0.198514;0.2016;0.191314;0.199543;0.201471;0.206229;0.202371;0.203914;0.1962;0.199157;0.193243;0.204943;0.194914;0.201214;0.200571;0.193243;0.198514;0.199671;0.195814;0.197743;0.193114;0.2007;0.193629;0.203014;0.196071;0.192857;0.202371;0.198643;0.201729;0.202757;0.197614;0.200443;0.203657;
3550;0.198254;0.206873;0.197366;0.196986;0.195338;0.198634;0.195084;0.193563;0.200408;0.197239;0.201423;0.191408;0.199394;0.198507;0.193563;0.199648;0.199901;0.203451;0.204085;0.193817;0.202183;0.199268;0.188873;0.193817;0.201296;0.198254;0.201676;0.199648;0.196986;0.199775;0.19762;0.199268;0.19762;0.199014;0.206493;0.201803;0.195845;0.198507;0.19838;0.197873;0.199775;0.201803;0.198254;0.20662;0.194958;0.199268;0.201169;0.208141;0.194451;0.193437;
3600;0.20175;0.19625;0.205875;0.1985;0.195;0.201;0.197625;0.201875;0.1985;0.203625;0.2035;0.20075;0.195;0.201375;0.196125;0.199125;0.203125;0.202;0.19925;0.2015;0.196625;0.196875;0.198875;0.1965;0.202125;0.203375;0.208375;0.209875;0.202125;0.201125;0.196375;0.19725;0.202125;0.199625;0.197;0.202375;0.19825;0.196625;0.202875;0.195625;0.19675;0.2;0.197;0.202375;0.203125;0.199125;0.197;0.199375;0.19975;0.20225;
3650;0.200836;0.194055;0.200959;0.194795;0.20589;0.203918;0.203178;0.198493;0.200219;0.203301;0.194425;0.203671;0.202068;0.201205;0.200219;0.203918;0.206384;0.197014;0.197384;0.198247;0.200836;0.200589;0.205521;0.200836;0.207;0.201822;0.203055;0.203055;0.195534;0.202192;0.19911;0.197137;0.202315;0.19763;0.202192;0.201082;0.197014;0.202808;0.202562;0.203795;0.202932;0.198493;0.197014;0.198616;0.206137;0.201452;0.203055;0.197753;0.204041;0.198986;
3700;0.203959;0.200676;0.2025;0.201649;0.201405;0.201649;0.200311;0.199581;0.201527;0.202135;0.200554;0.20323;0.20627;0.199946;0.201649;0.202743;0.201284;0.196176;0.200676;0.204932;0.199946;0.200797;0.202257;0.198608;0.203351;0.202378;0.199824;0.199946;0.19873;0.199095;0.198608;0.195932;0.193014;0.20177;0.202014;0.202014;0.19873;0.201162;0.205054;0.196784;0.196419;0.203716;0.194959;0.201041;0.20177;0.202865;0.200919;0.199824;0.204324;0.200311;
3750;0.20184;0.20316;0.2016;0.2004;0.19944;0.195;0.20592;0.19932;0.19944;0.1992;0.20076;0.1974;0.20328;0.198;0.1986;0.20448;0.20412;0.20016;0.2022;0.20496;0.19848;0.1998;0.19464;0.1932;0.20292;0.1974;0.19728;0.18732;0.20124;0.20136;0.19788;0.20184;0.19944;0.19836;0.20196;0.20076;0.20316;0.2034;0.2052;0.19572;0.198;0.19392;0.2028;0.19452;0.1938;0.20424;0.2016;0.1986;0.2034;0.20124;
3800;0.195987;0.204395;0.199539;0.205579;0.197882;0.201197;0.203566;0.194566;0.203447;0.199539;0.194566;0.201908;0.203566;0.198118;0.203329;0.198;0.203684;0.200013;0.200724;0.198474;0.205461;0.202263;0.199776;0.201197;0.203447;0.204158;0.203329;0.199184;0.208539;0.192789;0.195868;0.201197;0.198592;0.204868;0.196934;0.199303;0.19575;0.205579;0.200724;0.192197;0.20025;0.196579;0.198355;0.197289;0.202263;0.205816;0.202145;0.193974;0.2025;0.202855;
3850;0.205597;0.197299;0.205481;0.198234;0.195195;0.195896;0.203377;0.206649;0.194844;0.202091;0.201857;0.201857;0.199169;0.194961;0.203961;0.201974;0.202675;0.201273;0.201506;0.196714;0.202091;0.201857;0.199987;0.195779;0.200221;0.201273;0.205481;0.207584;0.200571;0.199169;0.205948;0.201506;0.201506;0.198117;0.203143;0.196247;0.196481;0.200688;0.19613;0.196247;0.205247;0.199987;0.199987;0.200221;0.200805;0.208636;0.198351;0.201156;0.195195;0.204662;
3900;0.195462;0.197538;0.203077;0.202846;0.198462;0.201577;0.1965;0.201923;0.203077;0.206654;0.205038;0.200769;0.198577;0.200885;0.204346;0.202731;0.201115;0.200308;0.199385;0.200538;0.200885;0.197538;0.204346;0.201577;0.203192;0.201692;0.205731;0.204923;0.195808;0.206192;0.192808;0.205269;0.197077;0.200538;0.199154;0.202385;0.195462;0.195923;0.198692;0.198346;0.200538;0.202846;0.1995;0.200192;0.205038;0.198577;0.201577;0.198346;0.194885;0.198808;
3950;0.200506;0.200165;0.196063;0.198684;0.201759;0.201759;0.193443;0.205063;0.208253;0.199937;0.199139;0.201076;0.198684;0.199481;0.203127;0.202785;0.195038;0.195835;0.203468;0.195608;0.203354;0.194013;0.199139;0.203127;0.197772;0.198797;0.192304;0.199709;0.196861;0.19219;0.196747;0.202215;0.203127;0.196975;0.196519;0.199253;0.194468;0.195494;0.195038;0.193557;0.196975;0.199139;0.197203;0.200165;0.195152;0.204722;0.197203;0.203241;0.203241;0.199481;
4000;0.200363;0.198562;0.192937;0.201937;0.194175;0.200137;0.20295;0.205762;0.201263;0.192263;0.198225;0.20025;0.1971;0.194737;0.200587;0.19665;0.199013;0.196087;0.20025;0.197775;0.203512;0.1962;0.200363;0.199687;0.2079;0.198;0.199912;0.199462;0.202837;0.19935;0.205313;0.196087;0.204413;0.19755;0.2016;0.197887;0.197887;0.195637;0.205313;0.204075;0.2007;0.19755;0.2016;0.198337;0.20025;0.204525;0.200025;0.20205;0.198113;0.206325;
4050;0.198111;0.198;0.196667;0.205667;0.197444;0.196778;0.195556;0.205;0.203;0.200222;0.199667;0.203667;0.204333;0.204333;0.207;0.201778;0.196333;0.198111;0.203333;0.205444;0.197;0.193222;0.196222;0.200556;0.203111;0.199222;0.195667;0.198111;0.203;0.200667;0.203889;0.194556;0.196667;0.200111;0.203778;0.197111;0.200111;0.196667;0.200889;0.196222;0.204111;0.203889;0.197111;0.194778;0.204556;0.199556;0.201;0.199778;0.197778;0.197;
4100;0.201073;0.191854;0.20239;0.198;0.196793;0.195366;0.199866;0.201732;0.201622;0.205902;0.203927;0.204476;0.196134;0.196683;0.192951;0.197341;0.196244;0.19778;0.201073;0.19789;0.19789;0.201402;0.199866;0.19328;0.201951;0.200085;0.199317;0.205463;0.198659;0.204146;0.201293;0.202719;0.200085;0.205573;0.200963;0.200195;0.201293;0.19789;0.19822;0.201951;0.200415;0.198549;0.199317;0.19778;0.194268;0.201183;0.198768;0.202939;0.199976;0.19789;
4150;0.199084;0.201253;0.196482;0.198976;0.194205;0.206133;0.196482;0.203205;0.196157;0.197892;0.19941;0.196482;0.200277;0.196916;0.195506;0.194855;0.193554;0.205048;0.193229;0.195289;0.193663;0.204723;0.199301;0.196048;0.199627;0.199952;0.207651;0.201361;0.195072;0.202771;0.194096;0.204831;0.198325;0.201361;0.20494;0.195506;0.201795;0.19659;0.203747;0.198217;0.203313;0.198217;0.202337;0.197892;0.203205;0.205265;0.20559;0.196157;0.201904;0.199193;
4200;0.19425;0.19875;0.2055;0.204964;0.204643;0.201643;0.199179;0.192964;0.198857;0.199821;0.203679;0.19875;0.192964;0.200357;0.197893;0.201;0.202714;0.194571;0.200786;0.198;0.20625;0.195964;0.199071;0.198107;0.199286;0.202929;0.19425;0.198536;0.197464;0.195429;0.201964;0.210536;0.206893;0.197679;0.198321;0.201964;0.201536;0.200786;0.198964;0.199179;0.201964;0.206679;0.201107;0.19725;0.197679;0.202929;0.200679;0.199071;0.19725;0.1995;
4250;0.198953;0.197047;0.202235;0.191329;0.205624;0.197259;0.203824;0.201494;0.200435;0.202659;0.2052;0.198847;0.200859;0.195565;0.203612;0.202235;0.198212;0.201176;0.200224;0.202341;0.199694;0.193024;0.199694;0.196518;0.204247;0.196412;0.195671;0.197047;0.199588;0.195035;0.195671;0.195247;0.202341;0.196941;0.198953;0.205835;0.197894;0.204565;0.199376;0.198212;0.201176;0.202976;0.198212;0.205729;0.200012;0.195459;0.198424;0.202976;0.201176;0.200329;
4300;0.19936;0.196953;0.198209;0.196326;0.206163;0.201453;0.194442;0.200198;0.199884;0.201767;0.196116;0.193919;0.20093;0.201872;0.199151;0.198314;0.197791;0.200826;0.199988;0.197163;0.200616;0.197163;0.198942;0.199674;0.203233;0.194651;0.206895;0.206058;0.201453;0.202186;0.200512;0.199988;0.199151;0.202919;0.203442;0.201558;0.201035;0.197267;0.195802;0.19664;0.191512;0.20114;0.200302;0.197372;0.19936;0.198523;0.19664;0.200616;0.194337;0.204174;
4350;0.204207;0.200276;0.199345;0.20069;0.200069;0.204724;0.205241;0.199966;0.20069;0.199966;0.197793;0.197172;0.199448;0.204207;0.19531;0.200793;0.193966;0.197793;0.204;0.194793;0.201207;0.199034;0.204724;0.208552;0.203586;0.198207;0.201621;0.201;0.198724;0.203069;0.200069;0.200793;0.195414;0.193241;0.199345;0.203276;0.193448;0.199034;0.19231;0.199552;0.201517;0.198828;0.199034;0.198;0.196138;0.199862;0.197483;0.200069;0.201517;0.202448;
4400;0.201682;0.198716;0.200761;0.198716;0.197795;0.201375;0.206386;0.198716;0.19667;0.198614;0.200864;0.198818;0.197386;0.197795;0.198205;0.207307;0.205977;0.190636;0.204136;0.197284;0.200659;0.199739;0.202398;0.204852;0.199227;0.207409;0.202602;0.201068;0.199534;0.204239;0.200045;0.199023;0.196568;0.203523;0.202807;0.200455;0.200045;0.199023;0.203727;0.201273;0.200864;0.207307;0.202909;0.199125;0.19933;0.201273;0.204955;0.20475;0.196466;0.200761;
4450;0.207607;0.195775;0.203764;0.204067;0.201135;0.197494;0.20164;0.197191;0.203157;0.202247;0.201337;0.203562;0.201135;0.197798;0.198809;0.201539;0.198607;0.197697;0.195169;0.197393;0.197292;0.205888;0.201236;0.198809;0.194562;0.200629;0.198809;0.203258;0.204472;0.199517;0.194865;0.196584;0.198708;0.202348;0.202753;0.199517;0.200933;0.201236;0.20164;0.200124;0.197292;0.199921;0.196281;0.196685;0.200326;0.19891;0.198708;0.194764;0.198404;0.199112;
4500;0.1953;0.2058;0.1905;0.1985;0.1992;0.2044;0.2005;0.1937;0.2027;0.2025;0.199;0.2048;0.2027;0.197;0.2043;0.2014;0.2016;0.1992;0.2089;0.1973;0.2054;0.1995;0.2025;0.1962;0.1959;0.2009;0.1989;0.203;0.1992;0.1992;0.1988;0.2014;0.196;0.2002;0.2031;0.2001;0.2014;0.2005;0.1992;0.2013;0.1992;0.1992;0.2015;0.1972;0.1985;0.1971;0.2011;0.1969;0.1968;0.1978;
4550;0.200473;0.201956;0.194341;0.196319;0.193154;0.194835;0.197407;0.199385;0.192264;0.195824;0.198494;0.204429;0.20156;0.19533;0.195033;0.201462;0.202253;0.196418;0.203736;0.20789;0.195626;0.197901;0.199385;0.197505;0.202055;0.200176;0.199088;0.202451;0.193648;0.200967;0.202549;0.199879;0.202549;0.20344;0.200176;0.201758;0.201066;0.200769;0.205022;0.203044;0.200571;0.203341;0.194934;0.202352;0.199681;0.202648;0.199286;0.198593;0.192857;0.20067;
4600;0.197902;0.204261;0.197707;0.201717;0.195065;0.192033;0.200641;0.205337;0.194478;0.201913;0.20162;0.201815;0.198587;0.198;0.198783;0.206902;0.201815;0.200935;0.202793;0.197413;0.203185;0.205337;0.200739;0.198783;0.202891;0.195946;0.20387;0.200152;0.200543;0.194185;0.20025;0.195261;0.199761;0.199663;0.199174;0.195163;0.20025;0.206804;0.196728;0.199761;0.203478;0.20113;0.197707;0.196337;0.199957;0.197804;0.196826;0.203087;0.20162;0.197022;
4650;0.198484;0.198871;0.203516;0.199645;0.193258;0.200516;0.200419;0.195194;0.199548;0.204097;0.201581;0.199355;0.199161;0.196452;0.19229;0.198194;0.197419;0.197323;0.193839;0.195097;0.19771;0.196452;0.203903;0.201871;0.202839;0.201;0.200613;0.192677;0.204097;0.207;0.199935;0.199645;0.203613;0.197129;0.199645;0.202452;0.195871;0.201581;0.199065;0.201871;0.20429;0.200613;0.200516;0.200903;0.201484;0.195871;0.20071;0.195774;0.201;0.207484;
4700;0.19666;0.205468;0.198479;0.202309;0.196755;0.204989;0.195798;0.190915;0.196755;0.204319;0.198574;0.198383;0.197809;0.202979;0.198574;0.196277;0.199915;0.202596;0.198957;0.198574;0.194745;0.196372;0.198191;0.196085;0.205947;0.201064;0.196755;0.203266;0.196564;0.199819;0.198383;0.198479;0.201447;0.199915;0.194745;0.197713;0.201351;0.198287;0.201351;0.200968;0.196085;0.201926;0.203936;0.201543;0.202309;0.203074;0.202117;0.203553;0.200298;0.206234;
4750;0.195821;0.198947;0.200842;0.205863;0.197242;0.197526;0.199895;0.202547;0.198474;0.199895;0.204916;0.199042;0.198853;0.199705;0.197905;0.200084;0.204253;0.196295;0.199042;0.204632;0.197053;0.196768;0.1962;0.200937;0.202074;0.198853;0.197905;0.201316;0.200747;0.202453;0.196768;0.196484;0.202737;0.199326;0.203968;0.196011;0.205484;0.196484;0.202453;0.198663;0.199137;0.202832;0.208421;0.201695;0.196011;0.196674;0.1944;0.206621;0.197432;0.1998;
4800;0.201;0.197719;0.199594;0.203531;0.199125;0.194438;0.199969;0.19875;0.20475;0.202219;0.205031;0.198;0.196031;0.199219;0.197719;0.192;0.199219;0.20025;0.203719;0.197062;0.207656;0.197062;0.197344;0.20175;0.201281;0.1995;0.197531;0.196781;0.198656;0.198656;0.1995;0.199687;0.195937;0.200344;0.208031;0.19425;0.199781;0.202594;0.205031;0.198469;0.20475;0.196687;0.200812;0.199875;0.202125;0.202594;0.201375;0.195;0.198188;0.199781;
4850;0.205237;0.193454;0.202918;0.198;0.199021;0.200691;0.201619;0.200598;0.195773;0.198928;0.202082;0.199856;0.199392;0.204216;0.199856;0.195866;0.199485;0.203289;0.204124;0.203474;0.200783;0.199206;0.194196;0.197814;0.200598;0.198928;0.201062;0.199299;0.197165;0.198928;0.203567;0.206629;0.20134;0.197907;0.20134;0.200691;0.199485;0.206351;0.201711;0.205237;0.200876;0.205608;0.199948;0.200412;0.202175;0.200691;0.195402;0.198371;0.19568;0.200876;
4900;0.194786;0.20149;0.206449;0.203143;0.200755;0.196622;0.198735;0.195888;0.201582;0.200571;0.201122;0.20149;0.196163;0.200296;0.194327;0.19552;0.204796;0.202224;0.202224;0.201582;0.199745;0.198735;0.194602;0.197816;0.197724;0.196163;0.198459;0.201765;0.198092;0.196714;0.199561;0.202592;0.205898;0.203327;0.202776;0.197265;0.197265;0.199837;0.204153;0.197816;0.207918;0.196806;0.197173;0.200296;0.203418;0.199286;0.202041;0.205071;0.202867;0.200755;
4950;0.198364;0.203;0.202364;0.202091;0.198;0.201;0.190364;0.204364;0.200273;0.196091;0.198091;0.197091;0.202909;0.201545;0.194;0.203545;0.197636;0.199182;0.196727;0.198727;0.199909;0.197364;0.195545;0.205909;0.201364;0.198273;0.196727;0.198636;0.201273;0.204727;0.195818;0.201636;0.201636;0.203273;0.199818;0.198636;0.194909;0.201273;0.202727;0.207364;0.201818;0.198818;0.198818;0.204727;0.196636;0.205;0.202;0.198;0.204;0.202091;
5000;0.1989;0.19782;0.19998;0.20079;0.19881;0.20115;0.19854;0.20016;0.20466;0.1998;0.19953;0.20268;0.1989;0.20133;0.19746;0.19485;0.19899;0.20322;0.20106;0.19971;0.19422;0.20574;0.19584;0.19872;0.19845;0.20277;0.19971;0.20367;0.20286;0.20178;0.20052;0.19674;0.19989;0.19602;0.20124;0.19575;0.20673;0.19935;0.2007;0.20133;0.20529;0.19818;0.19971;0.19989;0.19683;0.19593;0.19602;0.19647;0.2007;0.19593;
