n;Wynik 1;Wynik 2;Wynik 3;Wynik 4;Wynik 5;Wynik 6;Wynik 7;Wynik 8;Wynik 9;Wynik 10;Wynik 11;Wynik 12;Wynik 13;Wynik 14;Wynik 15;Wynik 16;Wynik 17;Wynik 18;Wynik 19;Wynik 20;Wynik 21;Wynik 22;Wynik 23;Wynik 24;Wynik 25;Wynik 26;Wynik 27;Wynik 28;Wynik 29;Wynik 30;Wynik 31;Wynik 32;Wynik 33;Wynik 34;Wynik 35;Wynik 36;Wynik 37;Wynik 38;Wynik 39;Wynik 40;Wynik 41;Wynik 42;Wynik 43;Wynik 44;Wynik 45;Wynik 46;Wynik 47;Wynik 48;Wynik 49;Wynik 50;
2800;12.0857;11.7429;11.9429;11.92;12.0457;11.8229;11.9943;11.9714;11.9143;12.0743;11.8571;11.9714;11.9714;12.0286;11.8514;11.6971;12.0457;12.4171;11.7714;12.0457;11.92;11.8571;12.1657;11.9943;12.0686;11.9543;12.0514;11.8514;12.0971;12.0343;12.0857;12.0343;12.0229;11.8914;12.0171;12.1029;11.8629;11.9314;12.0343;11.92;11.9314;12;12.0629;11.9257;12.0857;11.92;12.2914;11.9714;11.7029;11.8914;
2850;11.9354;12.087;11.8344;11.8905;12.233;12.1544;12.0253;11.986;12.1207;11.8681;12.0028;12.0421;11.9523;12.1488;12.0028;12.1375;11.9354;11.84;11.9411;11.9242;11.9467;11.8849;12.1375;12.0253;12.1207;12.0028;11.7614;12.1432;11.9635;12.0702;12.2498;11.9074;12.014;12.0196;11.9635;12.0758;11.9242;12.0758;12.0589;11.9972;11.9467;11.986;12.2218;12.0477;12.1712;12.0421;12.1263;11.9298;11.8119;12.1151;
2900;11.8897;11.84;12.0552;12.0662;11.8124;11.9338;12.0055;11.989;11.7572;11.9172;11.8841;12.1986;12.0166;11.8786;12.0441;12.2703;12.0938;12.171;11.8455;11.9062;11.9945;11.829;12.0993;12.0552;11.9338;11.7959;12.0221;11.9117;11.9834;12.1821;12.0607;11.9448;11.7683;12.0662;12.0938;12.1159;11.9669;11.8234;11.8731;12.149;12.1545;12.0938;12.2262;12.0662;11.8676;12.1103;12.2703;12.0772;12.0717;11.9724;
2950;11.9431;11.8292;11.9051;11.9322;12.2739;11.9919;11.8075;12.0081;12.0244;11.9919;11.6556;12.1166;12.0027;12.019;11.6881;11.9159;11.8671;12.0353;11.9593;12.1437;12.0027;12.0461;11.9756;12.019;11.7966;12.3064;11.8617;12.0678;11.8997;12.0895;12.16;11.8129;11.84;12.0569;11.8617;11.9647;11.8075;11.8617;11.8075;12.1654;12.2522;11.8508;12.0244;11.9919;12.0624;12.1871;11.8508;12.0407;12.1871;12.0407;
3000;12.048;11.872;11.9573;11.8133;12;12.032;11.9307;11.7653;11.9413;12.064;12.1173;12.0107;11.952;11.968;12.0107;11.7813;11.8507;11.8987;12.016;11.8187;11.824;12.016;11.8507;11.9893;12.1493;12.384;12.3147;11.9893;11.8027;11.8133;11.968;11.8027;12.0267;11.9573;12;12.1493;11.9573;12.1013;12.0107;11.9573;12.1173;12.1813;11.728;11.968;11.9893;11.9733;12.0373;12.1653;12.064;11.9147;
3050;11.9449;11.7193;12.0393;11.9187;12.2282;12.0603;11.882;11.9764;11.8662;12.0131;11.8138;12.1705;11.7403;11.8767;12.1285;12.1548;11.798;12.1862;12.3174;12.0079;12.1548;12.0656;11.861;11.7456;11.9344;12.0079;12.0026;12.0708;11.9554;11.9764;11.8295;12.097;11.9607;11.8977;11.9711;12.0026;11.9711;12.0236;11.9134;11.8715;11.9554;11.861;12.0446;12.0184;12.0026;11.9292;12.0341;12.1023;12.0236;12.0131;
3100;11.9948;11.9123;12.0465;12.0568;11.8348;12.0516;11.871;11.9794;12.0981;11.9277;11.9742;11.8039;12.0206;12.0671;12.1239;12.0723;12.0206;12.1445;11.9948;12.031;11.9226;12.1961;11.9484;12.1032;12.129;11.8297;11.8606;12.1703;12.0155;11.9329;12.0155;11.9742;11.9845;12.0877;12.0671;12.1187;11.84;11.8761;12.0929;12.0877;12.2323;11.9948;12.0155;11.8658;12.2013;12.0929;12.191;12.0774;12.1239;12.0206;
3150;12.0076;12.0483;12.1346;12.1346;11.8349;12.0127;12.0686;11.967;11.8756;11.9873;12.0178;12.0838;11.9568;12.4241;11.8197;11.9314;12.1397;12.0838;11.9721;12.0381;11.967;12.1295;12.0432;12.1549;12.2311;12.0432;12.1549;11.9416;11.9873;11.9822;12.0076;11.9721;11.9568;11.8197;11.7943;11.9517;12.1346;11.8248;11.9467;12.094;12.1498;11.8654;11.8857;12.0686;11.9517;12.0381;11.8603;12.1498;12.0279;11.967;
3200;12.03;12.075;12.04;12.035;11.91;11.925;11.98;12.135;11.94;12.05;11.98;11.88;12.12;11.91;11.91;11.985;12.035;12.14;11.985;11.99;11.935;12;12.09;12;11.91;12.12;12.17;12.01;12.075;12.215;12.11;12.03;12.01;11.85;11.99;11.985;12.05;11.89;12.14;12.165;12.08;12.165;12.11;12.04;11.89;11.69;12.06;12.28;11.795;12.11;
3250;11.8351;11.8695;12.1157;11.9729;12.0862;11.9532;12.0763;12.096;11.9877;11.9335;11.9828;12.0418;11.8006;12.0172;12.1748;11.8597;11.776;11.8498;11.8154;12.1206;12.0222;11.9532;12.0222;11.9729;12.0025;11.8942;11.968;12.1058;12.1255;11.8794;12.1108;12.0714;12.0911;11.7563;11.9237;11.8498;12.0172;12.0025;11.8794;11.968;12.1403;12.3028;11.9237;11.9778;11.9089;11.9483;12.096;11.9335;12.1354;12.1354;
3300;12.0097;12.0436;11.9321;12.0339;12.1018;11.8691;11.8448;12.1067;12.0145;12.1261;12.2521;11.9418;11.937;11.9709;12.0291;12.0097;11.9515;11.8012;11.937;12.0145;12.1455;11.9855;11.9467;11.7915;11.9467;12.063;11.937;11.9515;12.063;12.0776;12.1891;11.6897;12.1455;12.0679;12.1018;12.0776;11.6897;11.9515;12.2327;11.9467;12;12.0242;11.9952;12.0485;11.9224;11.9564;11.9564;11.8836;11.8497;11.9855;
3350;11.9928;12.0167;12.0788;12.1409;12.1552;12.1743;12.0645;12.0167;12.0454;12.0549;11.883;11.8543;12.0358;11.9737;12.289;12.031;11.9069;11.8687;11.9785;12.0024;12.0406;11.9021;12.1552;12.1504;12.16;12.2078;11.9403;12.0931;11.9642;11.969;11.8018;12.0167;12.1409;11.9546;12.289;11.8782;11.9069;11.9116;11.8113;11.9116;12.0979;11.9546;12.0167;11.8878;11.969;11.9451;12.1839;12.031;11.9976;12.1027;
3400;12.0612;12.1271;12.0706;11.9765;11.9294;11.8118;12.0518;11.8965;11.8871;12.1976;11.7506;11.9059;12.0612;11.7835;11.9059;12.0329;12.1412;11.8024;12.0565;12.1271;11.84;11.84;12.08;12.1882;11.7835;11.9718;12.0188;12.2447;11.8494;11.8635;12.0706;12.1553;11.9059;11.9529;11.8071;11.8729;12.1788;11.9671;12.1271;11.9059;12.1035;12;12;11.9906;11.8871;11.9576;12.1271;11.8353;12.2494;12.0753;
3450;11.8632;11.9977;11.8029;12.2017;11.9281;11.7612;12.1183;12.2945;12.0441;11.9745;12.1971;12.211;11.9977;11.8771;12.0162;11.7194;12.1229;12.1043;11.9884;12.1183;11.9374;12.0441;11.8493;12.109;11.9374;12.0533;12.0301;12.0533;11.9513;11.9049;12.1646;12.2064;12.0951;12.0904;11.942;11.8817;11.8493;12.0348;12.0348;11.9328;12.0719;12.058;12.007;11.8725;12.0719;12.2203;12.1043;12.0023;12.0858;11.9838;
3500;12.1783;11.9086;11.872;12.1463;11.8171;11.7897;11.9726;12.1554;12.2286;12.1143;12.032;11.9817;11.7623;12.0869;12.0549;11.9314;11.9086;12.0731;12.0457;12.032;12.1371;11.9634;12.0137;11.9406;11.9543;12.1326;12.128;11.9909;12.1326;12.1371;11.8263;12.2011;12.0777;11.936;12.0594;11.9634;12.0046;12.064;11.9634;12.16;12.0731;12.288;12.0137;12.1189;12.0823;12.2377;11.9543;12.1051;12.1143;11.8217;
3550;12.1104;12.0924;11.9482;11.867;12.1555;11.9256;12.2637;11.9887;12.1194;12.3673;11.9166;11.8851;12.0158;11.8806;12.0338;12.0023;11.9301;11.9842;12.0563;12.0068;12.1059;11.849;12.133;11.9797;11.8535;12.0834;12.0654;11.7499;12.1825;11.9301;11.867;12.2501;11.8355;12.0699;11.9256;11.9437;11.9482;12.142;12.142;12.0608;11.9752;11.9076;12.142;11.9887;11.9707;11.8265;11.849;12.1375;12.0338;12.0428;
3600;12.1422;11.9022;12.0178;12.08;12.0356;12.2222;11.8711;11.9422;12.0756;12.0978;12.1111;11.7689;11.9467;11.9022;12.0133;12.0267;12.08;11.8444;11.7822;12.0311;12.0444;11.6756;12;12.1689;12.1022;11.9556;12.1867;11.9111;11.9956;12.0844;12.1156;11.9956;12.0711;12.0178;11.9556;12.0489;11.9289;11.9956;11.8267;12.0667;11.9956;11.9333;12.0889;12.0622;11.9911;12.1156;11.9644;12.0756;11.9289;12.0311;
3650;12.1688;12.0022;11.9496;11.9671;11.9496;11.9321;11.9759;12.0373;11.8926;11.9671;11.7874;11.9364;12.1644;11.9452;12.1118;11.8356;11.9321;11.8488;12.1556;12.0022;11.9408;12.0153;11.9233;12.0548;11.9452;12.0767;11.9496;12.0767;11.8751;12.1074;12.0592;11.9627;12.0942;12.0373;11.8532;11.8356;11.9364;12.046;12.1205;11.9671;12.1293;12.1775;11.9803;11.7655;11.9934;12.0548;11.8005;11.9627;11.9321;12.011;
3700;11.9827;11.8357;11.8184;12.0735;12.0865;12.2681;12.1254;12.0303;11.8054;11.9568;12.0562;12.0908;12.0692;12.0692;11.8573;11.9784;12.0692;12.1211;11.9654;11.8746;12.0951;11.9524;11.9092;11.9308;12.1773;12.1903;11.8097;11.9914;11.9135;11.9654;12.2032;12.1038;11.7578;12;11.7622;11.9784;12.0995;12.0519;11.8184;11.7968;12.0389;11.8703;11.9308;11.8357;12.0216;11.8314;12.2595;12.0605;11.8876;11.9395;
3750;12.096;11.9083;11.9723;12.0491;12.0277;11.8613;12.0917;11.9723;12.2923;12.1643;12.0235;12.0917;11.7803;12.0789;11.9979;11.8699;11.904;11.9509;12.1429;12.1088;11.9509;12.0917;12.1899;12.1088;12.1259;12.2069;11.8613;12.1173;11.9936;11.8613;11.8699;12.1813;12.3008;11.7333;11.9509;12.0149;12.1387;12.0533;12.1557;12.1728;11.9979;11.9552;11.9211;11.8784;11.9253;11.8699;12.1131;12.0064;12.032;11.9467;
3800;11.8568;11.9537;12.16;12.16;11.7937;11.8147;12.0716;12.1474;12.1811;12.0632;12.1179;11.8737;12.0168;11.9789;11.9579;12.1263;11.9074;12.0968;12.0253;11.9368;11.9326;12.0253;11.8526;12.0716;12.1558;12.2737;12.0168;12.0589;11.92;12.0379;11.7979;11.9158;12.0168;12.0211;11.9747;12.0253;12.1389;11.8526;11.9705;12.0379;12;12.1347;12.0168;12.0589;11.8989;12.1263;12.0211;11.9705;12.0295;11.8989;
3850;12.0062;12.0644;12.1392;11.9938;11.9855;11.8857;11.9314;12.1891;11.9813;11.894;12.0519;11.9439;12.0187;12.0104;12.0229;12.1683;11.8691;12.081;11.9148;12.027;12.2223;11.8275;11.9106;11.9938;12.0478;11.9938;12.1392;11.9813;12.0229;11.9023;12.0062;12.0395;11.9439;11.7694;12.027;12.0104;12.1184;12.0769;11.8857;11.973;11.9938;12.0561;12.2057;11.9938;11.9439;12.0021;11.8608;11.8732;12.027;11.8732;
3900;11.9918;11.9631;11.8195;11.959;12.0821;12.0985;12.0533;11.9508;12.0082;11.9754;12.2462;12.0164;11.7744;12.0779;12.0738;11.9179;12.0205;11.9221;12.0164;11.9672;12.0533;12.0041;12.1764;11.9508;11.9754;12.041;11.8851;12.041;11.8236;11.9262;12.0985;11.8974;12.0492;11.7703;12.0821;11.9754;11.881;11.8113;11.9426;12.0697;12.2585;12.1149;12.2585;11.8933;11.9508;12.0985;12.0492;12.1559;11.9262;12.1149;
3950;12.079;11.9615;11.9818;11.759;12.1843;12.2046;12.083;12.0547;11.921;11.998;11.9696;11.9939;11.9899;12.0668;11.9939;12.1478;11.998;12.1924;12.0344;12.0506;11.9251;12.1114;11.9413;11.8643;11.9777;12.0709;11.9818;12.0709;11.9858;11.8278;11.9899;12.0628;12.1559;12.0628;11.9008;11.9575;12.1033;12.1195;11.84;11.917;11.9089;12.1519;11.9777;11.8076;11.9332;11.8643;12.0587;11.7914;11.8927;12.0223;
4000;12.072;11.94;12.044;12.112;12.032;11.992;11.908;12.032;11.776;11.812;12.064;11.948;11.824;12.008;12.044;12.052;12.148;12.06;12.036;11.94;12.004;12.012;11.816;12.016;11.984;12;12.096;12.044;12.016;11.896;12.124;11.992;12.06;11.8;12.268;12.02;12.032;11.992;12.044;12.108;11.976;11.812;12;11.932;11.884;12.004;12.1;12.156;12.06;12.164;
4050;12.1323;11.9427;11.9269;11.9546;11.9862;11.9743;12.0178;11.9506;12.1758;12.1363;11.9309;11.8479;12.2074;11.8914;11.9743;11.923;12.0099;12.1126;11.8756;11.8953;11.9901;12.0612;11.8835;11.9032;12.0494;12.2548;12.0928;12.081;12.0296;11.8795;11.998;12.0296;12.0375;11.8242;12.2074;11.923;12.1126;11.919;11.9506;12.0178;11.9151;11.8519;12.0612;11.9822;11.844;11.9467;12.0178;11.9664;11.9862;11.8677;
4100;12.1678;12.1327;11.9415;12.0078;12.0273;12.121;12.0117;12.1132;12.0468;12.121;12.1756;11.9337;11.8439;11.8712;12.0507;11.9727;12.0429;12.0234;12.0507;12.1132;11.8868;12.0624;12.0156;12.0039;11.8088;12.0468;12.1093;12.0117;12.0468;12.1912;12.0624;12.082;11.9883;12.1171;11.8205;12.0663;11.918;12.1054;11.918;12.0195;12.0507;11.8673;12.082;12.0156;12.0702;11.9766;11.9883;12.1327;12.1327;12.0273;
4150;11.9711;11.8477;12.0983;12.0019;12.1484;11.9133;11.9287;12.0482;11.9595;12.0019;11.9981;11.948;12.0636;12.1137;11.84;11.894;11.9402;12.0713;11.9634;11.894;11.9942;12.1523;12.052;12.0058;11.9634;12.1369;11.8863;11.9055;11.8169;12.1137;12.1484;11.8439;12.0328;12.0251;11.9672;11.9865;11.9595;11.9827;11.9055;12.0405;11.759;11.9094;11.9595;11.9904;11.8747;11.9595;12.0945;11.9981;11.9634;11.9711;
4200;12.0038;12.1219;11.9048;12.0914;11.859;12.0076;11.9733;12.0762;11.7943;12.0114;11.9619;11.8438;12.0762;12.0838;11.9924;11.9314;11.939;11.8438;11.859;12.0533;11.9276;11.8819;12.0419;12.0152;12;11.981;12.0762;12.1029;12.0457;12.08;11.9505;12.1105;11.9771;12.061;11.939;11.8933;12.179;11.8629;11.8857;12.1867;12.0038;12.0038;12.0495;11.9238;11.8857;11.9848;12.019;11.939;12.0267;11.9581;
4250;11.9341;11.84;12.0282;11.8626;11.9642;11.9115;12.0207;11.9831;11.8287;11.8927;12.0395;12.1788;11.9492;12.1111;11.9304;11.8927;11.9266;11.9115;12.0169;12.0094;12.1073;12.2165;11.9115;12.1412;12.0207;12.0998;11.8927;11.9944;11.9605;12.0546;12.0471;12.0734;11.9191;11.9529;12.0282;12.1148;12.0358;12.096;11.9981;12.0809;11.9341;11.9944;11.9002;11.9868;12.0998;11.9981;11.9755;12.1148;11.9642;11.9868;
4300;12.0112;11.9442;12.1302;11.9479;12.0298;11.9144;11.9814;12.0074;12.1191;12.0186;11.9702;11.9926;11.7879;12.0372;12.0595;12.1302;12.0112;11.7953;12.2307;12.0149;11.9293;11.8326;12.2791;12.1526;11.9591;11.9107;12.2344;12.0409;12.0558;12;12.0633;12.0298;11.9479;12.1191;11.9144;12.2084;11.9963;12;12.0595;12.026;11.7358;11.8958;11.9888;11.9293;11.8474;12.1116;12.0484;11.8995;12;11.9628;
4350;12.1011;11.9687;11.9136;11.9577;11.9283;12.1637;11.9025;11.8989;12.0717;11.9834;12.0864;11.9834;12.1674;11.9908;11.9503;12.0349;11.9834;12.0166;11.8915;12.0239;11.9136;12.1269;11.8731;12.0129;12.16;11.9577;12.0497;12.0349;11.9871;11.7885;11.8657;12.1416;11.9172;11.8915;12.0386;11.8547;12.1085;12.2041;12.0975;11.851;11.8731;11.9871;11.9283;11.8731;12.0497;11.932;11.9798;12.0901;12.0313;12.0166;
4400;12.0509;11.8582;12.0255;12.1564;12.2109;11.9636;11.9636;11.9309;12.0218;11.9018;12.0836;12.1418;11.9455;12.1782;11.9891;12.0073;11.9055;12.0764;11.9345;12.04;11.9745;11.9455;11.8727;11.9345;11.9564;11.8182;12.1418;12.1745;11.9891;12.0182;12.1491;12.1236;11.9564;12.2218;12.2909;11.9236;11.8436;11.9018;12.0182;12.0945;12.0436;12.1818;11.9382;11.9418;11.9891;12;11.8945;11.9455;12.0109;11.8873;
4450;12.1564;11.9191;12.0162;12.0773;11.7717;11.9443;12.196;12.142;12.0234;12.0845;11.8472;12.1564;12.1312;11.9587;12.0809;11.8112;11.9982;12.0054;12.1097;11.9766;12.1636;12.0342;11.8903;11.6458;12.1996;12.0665;12.0557;12.1348;12.0593;11.8867;11.9551;11.9047;12.1025;11.9802;12.2139;11.9443;12.1097;12.009;11.8724;12.0198;11.7645;11.7897;12.0773;12.1061;12.0665;12.0629;11.9946;11.8688;12.0234;11.9227;
4500;11.9609;12.0996;12.0036;11.936;11.936;12.0213;11.8969;12.0676;11.8756;12.1564;12.0498;11.9004;11.9467;11.9929;12.0036;12.0569;12.0462;12.16;12.0676;11.8756;12.128;12.1173;12.2453;11.9822;12.032;11.8613;12.0569;11.9929;12.0996;11.7618;12.0604;12.0213;12.1849;12.0249;11.9218;12.0178;12.1102;11.8862;11.9893;12.1564;12.0604;12.0427;12.0356;12.0036;11.9218;12.0533;11.9964;12.1884;11.9893;11.9396;
4550;11.9666;11.949;12.0475;11.8295;12.044;11.8295;11.7802;12.2409;12.2268;11.9596;11.7943;11.9244;11.9455;11.84;12.1002;12.0862;11.8541;12.1108;12.0897;11.8435;11.9033;12.0053;12.0369;11.8787;12.1073;12.1354;11.9455;12.0018;12.0123;11.8752;11.8963;12.1002;12.0756;11.8435;12.0334;11.9807;12.153;12.0123;11.8259;11.9279;11.9982;12.0158;12.0475;12.0334;11.833;12.1108;11.9596;11.8822;12.1741;12.1002;
4600;12.2122;11.9235;12.0139;11.8713;12.1043;11.927;11.8922;11.8678;11.9165;12.1496;11.9409;11.8678;12.0696;12.153;12.0035;11.9652;11.9443;11.847;12.1217;12.1565;12.0974;12.0174;11.84;12.0104;11.8574;12.1391;12.0487;12.1357;12.0661;11.9409;11.7461;12.167;12.0139;11.8643;12.1043;11.9861;12.1809;12.0348;11.8922;12.0591;11.8957;12.0939;12.0591;11.8783;11.9826;12.0417;11.9861;12.1078;12.0174;11.8922;
4650;12.0224;11.8882;12.074;11.8538;11.8331;12.0637;12.0877;12.0981;12.1566;11.9467;12.0224;12.1738;11.8606;11.9948;11.8847;11.9776;12.0637;12.2323;11.8538;12.1049;11.9742;12.0877;12.1222;12.0499;12.2426;11.8882;11.8606;11.9811;12.0912;12.0637;12.0396;11.9742;12.0568;11.9501;11.9604;12.0155;12.0258;11.9708;12.0189;12.0671;11.8606;11.9535;11.8744;12.074;11.8331;11.8056;11.9673;11.9639;12.0292;11.8675;
4700;12.0034;12.0613;12.0953;12.034;11.9762;11.9455;11.9523;11.9966;11.8911;11.9081;12.0204;12.0204;12.1702;11.9489;12.0953;11.9557;11.8672;11.9796;12.0443;12.1328;12;12.0068;12.0238;12.0272;11.9762;12.0545;11.9387;12.0272;11.9013;11.966;12.0034;12.0374;12.2894;12.0374;12.0409;12;11.9489;11.9013;12.1021;12.1191;11.9455;12.1191;12.0681;12.0238;11.9115;12.0545;11.874;12.0306;12.0102;12.0647;
4750;12.0657;12.032;12.1533;12.0387;11.8434;12.2072;12.0286;12.0488;12.1566;12.0522;11.9074;11.8771;12.1701;11.8905;11.8939;12.0253;11.9949;12.096;12.0185;11.7962;12.0084;11.9646;11.9175;11.9545;12.1027;11.9882;11.9242;11.9613;11.9276;11.7895;12.1162;12.096;12.1128;11.8333;11.9882;11.9006;11.8366;11.9478;12.0421;12.1735;11.8602;11.9848;11.904;11.9882;11.968;11.9512;12.0354;12.1095;11.9377;12.0691;
4800;12.06;11.9;11.97;11.8833;12.16;11.9467;11.98;11.86;12.14;12.16;11.98;12.11;11.86;12.01;11.9767;12.0367;11.9133;11.7667;11.96;11.9367;12.0067;12.0633;11.9867;12.06;12.15;11.9633;11.9933;11.81;12.0233;11.8833;12.15;12.02;11.9333;12.1067;12.1533;12.01;11.89;11.89;11.96;12.0467;12.0933;11.7667;12.0833;11.9033;12;11.93;12.07;11.8367;12.1133;11.9933;
4850;11.9456;11.9423;12.0247;11.8862;11.9819;11.9456;11.9687;11.9621;12.0148;11.8796;11.9159;12.0313;12.0148;11.9126;11.9423;11.9885;12.0181;12.0709;11.9423;12.0379;12.0049;11.8631;12.0841;12.0841;11.8598;12.0643;12.0742;11.9423;11.9456;12.1303;11.9852;11.9126;12.0115;11.9357;11.8994;12.061;12.0808;11.9621;12.0412;12.0247;12.0379;11.9258;11.9654;12.0709;11.9588;11.8928;11.9819;12.0478;12.0016;11.9654;
4900;12.0098;12.1861;11.938;12.062;11.8955;12.098;12.0751;12.0686;12.1176;12.0327;11.9935;11.8792;12.0327;12.1045;11.9869;12;11.8792;12.1078;12.0229;11.9771;12.1665;12.0653;11.9184;12.0294;11.9151;11.9837;12.111;12.1633;11.9935;12.1469;11.9576;11.9837;12.2678;11.9935;12.1927;12.1241;11.8073;12.0261;11.8563;11.9543;11.9837;11.9869;11.8661;12.0359;11.9706;11.8465;12.1567;12.0261;12.0131;11.9804;
4950;12.0663;11.8368;11.9014;11.9628;12.076;11.8917;12.0016;12.1503;11.9887;11.9208;12.0986;11.9919;11.937;12.0695;12.1051;12.0113;11.9725;12.0339;12.0404;11.9855;11.9402;11.9079;12.0048;12.1794;12.076;11.8917;11.9693;11.9855;12.0275;12.021;12.0436;11.9111;11.9402;11.8335;12.0921;12.0178;11.9402;12.0986;12.0178;11.9822;11.8206;11.8594;12.0663;12.0954;12.0339;12.0113;11.9499;11.9596;12.0857;12.0986;
5000;12.0672;12.0448;12.16;11.9744;12.1056;11.9168;11.9424;12.0608;12.1536;11.8944;12.016;12.1184;12.0576;11.9584;11.9456;12.048;12.064;12.0064;12.0608;11.9584;11.9936;11.8272;11.9744;12.0416;11.952;12.0832;12.0032;12.0064;11.9488;12.064;11.9424;11.8912;11.9936;11.8496;11.92;11.936;12.0288;12.1088;12.0768;12.1632;11.9712;12.096;11.9584;11.9712;11.9648;12.1216;12.0544;12.1312;11.9616;11.9328;
